Hole,Depth (c. mbsf ,Core (-R),Section (-W),Interval (top),Interval (bottom),Dage,Open,Spinif,Cribro,Cleisto,Proxgap,Aliso,Glaph,Ennead,Wetzel,Palaeop,Spinvozz,Defl,Phthano,Seneg,Gonio,Protop,Thermo,Endemic,Terr,,,,
1172D,628.17,17,3,20,22,59.05,3.0,1.3,0.9,0.0,9.6,0.0,0.0,,,,11.3,0.4,0.0,65.7,0.0,2.2,0.0,11.7,6.1,,,,
1172D,628.99,17R,3W,102,104,59.07,5.6,0.4,0.9,0.0,2.2,4.3,0.0,,,,0.0,1.3,0.0,81.4,0.0,0.4,0.0,0.0,24.0,,,,
1172D,629.17,17,3,120,122,59.08,5.0,1.0,0.5,0.0,12.4,2.0,0.5,,,,10.9,0.5,0.0,57.2,0.0,2.5,0.0,11.4,6.1,,,,
1172D,630.17,17,4,70,72,59.11,3.4,0.0,0.5,0.0,9.2,0.0,0.0,,,,6.8,1.0,0.0,69.1,0.0,1.4,0.0,6.8,6.3,,,,
1172D,630.45,17R,4W,98,100,59.12,3.3,1.4,0.0,0.0,0.9,3.7,0.0,,,,0.9,0.9,0.0,86.0,0.0,0.5,0.0,0.5,11.5,,,,
1172D,630.87,17R,4W,140,142,59.13,2.8,2.8,0.5,0.0,0.0,0.9,0.0,,,,1.4,0.9,0.0,87.6,0.0,0.0,0.0,1.4,6.4,,,,
1172D,631.07,17R,5W,10,12,59.13,1.9,1.9,0.5,0.0,0.0,0.0,0.0,,,,0.9,0.5,0.0,84.0,0.0,0.5,0.0,0.9,14.2,,,,
1172D,631.17,17,5,20,22,59.14,4.2,1.4,0.9,0.0,8.5,0.0,0.0,,,,11.3,1.4,0.0,67.6,0.5,0.0,0.0,12.2,7.4,,,,
1172D,632.17,17,5,120,122,59.16,5.1,3.3,1.1,0.0,6.2,0.0,0.4,,,,2.6,0.7,0.0,60.1,0.4,2.6,0.0,3.3,1.4,,,,
1172D,632.34,17R,5W,137,139,59.17,5.6,4.2,0.9,0.0,0.0,4.7,0.0,,,,11.7,0.5,0.0,65.0,0.0,0.5,0.0,11.7,3.6,,,,
1172D,632.57,17R,6W,10,12,59.18,2.1,0.9,1.3,0.0,0.4,0.4,0.9,,,,5.2,0.0,0.0,57.9,0.0,0.4,0.0,5.2,6.0,,,,
1172D,633.17,17,6,70,72,59.19,2.9,0.8,0.8,0.0,6.3,0.8,0.0,,,,13.9,0.4,0.0,52.5,0.0,0.8,0.0,13.9,5.6,,,,
1172D,633.47,17R,6W,100,102,59.20,3.7,2.8,1.4,0.0,0.0,3.7,0.0,,,,2.3,0.5,0.0,85.8,0.0,0.5,0.0,2.3,6.0,,,,
1172D,634.06,17R,7W,10,12,59.22,1.4,0.0,0.0,0.0,0.0,3.4,0.0,,,,0.0,0.7,0.0,93.8,0.0,0.0,0.0,0.0,21.1,,,,
1172D,634.57,17R,7W,61,63,59.23,1.4,0.0,0.5,0.0,0.0,1.0,0.0,,,,1.0,0.5,0.0,94.3,0.0,0.0,0.0,1.0,8.7,,,,
1172D,634.66,18R,1W,10,12,59.24,1.9,0.9,0.9,0.0,1.4,0.9,0.0,,,,1.9,0.5,0.0,88.3,0.0,0.9,0.0,1.9,17.4,,,,
1172D,634.98,18,1,40,42,59.25,7.3,6.8,0.5,0.0,10.9,0.5,0.0,,,0.5,26.4,6.8,0.0,46.4,0.0,0.5,0.0,26.4,19.4,,,,
1172D,635.71,18R,1W,113,115,59.29,10.5,8.6,1.0,0.0,0.5,1.4,0.5,,,0.5,9.6,0.5,0.0,74.2,0.0,1.4,0.0,9.6,9.1,,,,
1172D,636.16,18R,2W,10,12,59.31,1.4,0.0,0.0,0.0,0.0,2.8,0.0,,,0.5,9.5,2.4,0.0,79.6,0.5,1.4,0.5,6.2,18.5,,,,
1172D,636.45,18,2,40,42,59.33,5.9,2.9,1.5,0.0,12.2,0.5,0.0,,,1.0,12.7,4.4,0.0,59.0,0.0,0.0,0.0,12.7,18.0,,,,
1172D,637.45,18R,2W,140,142,59.38,4.8,3.9,0.9,0.0,2.6,3.1,0.0,,,0.9,0.0,0.9,0.0,85.5,0.0,1.3,0.0,0.0,7.3,,,,
1172D,638.55,18R,3W,99,101,59.44,8.6,7.2,0.0,0.0,4.1,9.0,0.0,,,0.0,0.9,3.6,0.0,70.6,0.0,0.5,0.9,0.9,12.0,,,,
1172D,639.47,18,4,40,42,59.49,2.8,1.2,2.0,0.0,14.6,2.8,0.0,,,0.4,0.0,2.8,0.0,70.9,0.0,0.0,0.0,0.0,4.2,,,,
1172D,640.07,18R,4W,100,102,59.52,7.6,4.6,0.4,0.0,1.3,0.0,0.4,,,0.0,8.4,0.4,1.7,75.9,0.0,0.0,0.4,8.4,14.1,,,,
1172D,640.63,18R,5W,7,9,59.55,5.1,2.8,2.8,0.0,1.4,8.4,0.0,,,0.0,4.2,5.6,2.3,68.2,0.0,0.5,0.0,4.2,20.1,,,,
1172D,641.02,18,5,40,42,59.58,7.6,3.6,5.2,0.0,7.6,5.2,0.0,,,0.0,1.6,1.6,0.0,69.1,0.0,0.0,0.0,1.6,10.1,,,,
1172D,641.52,18R,5W,90,92,59.60,10.5,5.9,2.7,0.0,0.5,8.7,0.5,,,0.0,10.5,2.3,0.0,63.5,0.0,0.0,0.0,10.5,15.4,,,,
1172D,641.63,18R,6W,7,9,59.61,13.5,2.6,4.8,0.0,2.2,4.4,1.7,,,0.0,1.7,5.2,0.0,64.2,0.4,0.9,0.4,1.7,23.4,,,,
1172D,641.97,18,6,40,42,59.63,4.3,2.7,3.9,0.0,6.6,2.0,0.0,,,0.0,1.2,0.8,0.0,80.1,0.0,0.0,0.0,1.2,5.5,,,,
1172D,644.58,19,1,40,42,59.77,10.3,5.4,4.0,0.0,12.1,3.1,0.4,,,0.0,2.2,1.3,0.0,63.8,0.4,0.4,0.4,2.2,8.6,,,,
1172D,645.86,19R,2W,20,22,59.84,30.9,17.0,0.5,0.0,3.1,1.5,0.0,,,0.0,0.0,6.7,0.0,48.5,1.5,1.5,1.5,0.0,19.8,,,,
1172D,647.36,19R,3W,20,22,59.92,37.7,8.4,4.7,0.0,5.8,3.1,0.5,,,0.0,0.5,5.2,0.0,39.3,3.1,1.0,3.1,0.5,16.6,,,,
1172D,647.57,19,3,40,42,59.93,10.7,5.4,2.0,0.0,20.5,1.0,0.0,,,0.0,0.0,1.5,0.0,60.5,0.0,0.5,0.0,0.0,3.3,,,,
1172D,654.18,20,1,40,42,60.29,7.5,5.8,3.3,0.0,50.8,5.0,4.2,,,0.0,2.5,13.3,0.8,5.8,0.0,0.0,0.0,2.5,17.2,,,,
1172D,655.16,20R,2W,10,12,60.34,4.7,2.6,0.0,0.0,7.9,4.7,1.1,,,0.0,4.7,3.7,0.0,67.4,0.0,3.2,0.5,4.7,17.4,,,,
1172D,655.67,20,2,40,42,60.37,5.2,4.4,1.1,0.0,38.1,5.6,1.5,,,0.0,0.7,4.4,0.0,41.9,0.0,0.4,0.0,0.7,17.4,,,,
1172D,656.66,20R,3W,10,12,60.42,21.5,11.0,0.0,0.0,4.8,7.7,1.0,,,0.0,1.4,1.4,0.0,61.7,0.0,0.0,0.5,1.4,21.4,,,,
1172D,657.38,20,3,40,42,60.46,5.9,4.2,2.1,0.0,40.2,2.9,1.3,,,0.0,0.0,8.4,0.0,36.8,0.0,0.4,0.0,0.0,0.0,,,,
1172D,658.16,20R,4W,10,12,60.50,17.2,5.9,0.0,0.0,5.4,3.9,1.0,,,0.0,0.5,1.5,0.0,71.6,0.0,1.0,0.0,0.5,18.7,,,,
1172D,658.67,20,4,40,42,60.53,5.9,3.4,4.4,0.0,43.1,4.9,0.5,,,0.0,1.0,2.0,0.0,35.3,0.0,0.0,0.0,1.0,7.3,,,,
1172D,659.66,20R,5W,10,12,60.58,17.2,11.8,0.0,0.0,8.3,8.8,2.5,,,0.0,1.0,7.4,0.0,55.9,0.0,1.0,0.0,1.0,14.6,,,,
1172D,660.18,20,5,40,42,60.61,3.2,2.4,1.2,0.0,17.5,5.6,0.0,,,0.0,0.0,4.0,0.4,67.9,0.0,0.0,0.0,0.0,5.6,,,,
1172D,660.69,20R,6W,10,12,60.64,8.4,5.6,0.0,0.0,13.5,5.6,0.0,,,0.0,0.0,4.7,3.3,67.9,0.0,0.5,0.0,0.0,24.5,,,,
1172D,661.68,20,6,40,42,60.69,2.7,2.2,1.8,0.0,37.6,7.1,1.8,,,0.0,1.3,2.7,0.0,41.2,0.4,0.4,0.4,1.3,12.1,,,,
1172D,662.46,20R,7W,10,12,60.73,10.2,3.7,0.0,0.0,6.5,1.4,0.5,,,0.0,0.0,7.9,0.0,68.1,0.0,2.3,0.0,0.0,18.5,,,,
1172D,663.18,20,7,40,42,60.77,5.7,1.4,1.9,0.0,32.1,2.8,0.5,,,0.0,0.9,2.8,0.0,48.6,0.0,0.5,0.0,0.5,5.8,,,,
1172D,663.46,21R,1W,10,12,60.79,8.5,2.8,0.0,0.0,8.5,8.5,0.0,,,0.0,0.0,5.7,0.0,70.8,0.0,0.9,0.0,0.0,19.4,,,,
1172D,663.78,21,1,40,42,60.80,11.1,6.3,2.4,0.0,21.3,5.8,3.9,,,0.0,1.0,15.0,1.0,38.2,0.0,0.0,0.0,1.0,13.8,,,,
1172D,664.96,21R,2W,10,12,60.87,4.6,3.2,0.0,0.0,2.8,3.2,1.4,,,0.0,0.0,30.6,,55.6,0.0,0.9,0.0,0.0,23.4,,,,
1172D,665.27,21,2,40,42,60.88,6.0,6.0,1.7,0.0,19.6,3.8,1.3,,,0.0,0.9,12.8,,51.9,0.0,0.4,0.0,0.9,7.5,,,,
1172D,666.46,21R,3W,10,12,60.95,5.3,4.7,0.0,0.0,5.3,5.8,1.6,,,0.0,1.1,11.6,,67.4,0.0,0.5,0.0,1.1,28.6,,,,
1172D,666.78,21,3,40,42,60.97,6.1,2.8,0.5,0.0,21.0,3.3,0.0,,,0.0,0.5,8.4,,53.7,0.0,0.0,0.0,0.5,8.2,,,,
1172D,668.03,21,4,15,17,61.03,9.5,6.8,0.0,0.0,20.0,1.8,2.3,,,0.0,0.5,2.7,,57.3,0.0,0.0,0.0,0.5,9.1,,,,
1172D,668.27,21,4,40,42,61.05,11.3,4.7,0.5,0.0,21.2,3.3,1.4,,,0.0,1.9,5.2,,48.6,0.5,0.5,0.0,0.0,12.4,,,,
1172D,669.46,21R,5W,10,12,61.11,3.3,2.7,0.5,0.0,1.1,1.1,2.7,,,0.0,0.0,3.8,,72.0,0.0,0.0,0.0,0.0,11.7,,,,
1172D,669.77,21,5,40,42,61.13,9.7,4.0,0.0,0.0,14.6,3.1,27.9,,,0.0,0.4,1.3,,33.2,0.0,0.4,0.0,0.0,2.6,,,,
1172D,673.36,22,1,38,40,61.32,1.7,0.6,0.0,0.0,2.9,1.4,78.7,,,0.0,0.3,0.3,,13.8,0.0,0.0,0.0,0.3,0.0,,,,
1172D,674.55,22R,2W,9,11,61.39,0.9,0.0,0.0,0.0,2.4,2.4,63.7,,,0.0,0.0,3.3,,22.2,0.5,0.9,0.5,0.0,7.0,,,,
1172D,674.94,22,2,46,48,61.41,2.2,0.4,0.0,0.0,2.9,0.4,80.7,,,0.0,1.1,1.5,,10.2,0.0,0.0,0.0,1.1,1.1,,,,
1172D,675.57,22R,CCW,4,6,61.44,0.4,0.2,0.0,0.0,1.2,0.3,95.8,,,0.0,0.0,0.1,,1.6,0.0,0.0,0.0,0.0,0.5,,,,
1172D,682.77,23R,1W,9,11,61.83,4.9,4.6,0.9,0.0,5.2,4.3,39.5,,,0.0,0.3,1.5,,42.2,0.0,3.3,0.0,0.9,4.4,,,,
1172D,683.09,23,1,41,43,61.85,5.9,2.1,1.3,0.0,9.7,4.7,31.8,,,0.0,0.0,1.7,,42.8,0.0,0.4,0.0,0.0,0.4,,,,
1172D,683.26,23,1,58,60,61.86,4.9,2.7,2.2,0.0,5.3,2.7,45.3,,,0.0,0.0,0.4,,32.9,0.0,5.3,0.0,0.4,3.4,,,,
1172D,684.23,23,2,4,6,61.91,3.1,3.1,1.8,0.0,10.1,3.5,16.3,,,0.0,15.9,2.2,,44.9,0.0,0.0,0.0,15.0,1.7,,,,
1172D,684.27,23R,2W,8,10,61.91,4.2,3.8,0.0,0.0,6.7,7.6,5.0,,,0.0,8.0,1.7,,68.5,0.0,1.3,0.0,5.5,4.0,,,,
1172D,692.97,24,1,60,62,64.68,1.9,1.2,0.8,0.0,11.6,1.2,0.0,,,38.8,24.8,2.7,,8.1,0.0,0.0,0.0,15.9,3.0,,,,
1172D,694.47,24,2,60,62,64.81,13.6,12.2,4.1,0.0,22.2,1.4,0.0,,,0.0,34.4,2.3,,14.0,0.0,0.0,0.0,23.5,3.5,,,,
1172D,695.97,24,3,60,62,64.93,3.3,3.3,2.0,0.0,6.5,0.4,0.0,,,2.8,41.9,3.3,,35.4,0.0,0.0,0.0,33.3,6.1,,,,
1172D,697.47,24,4,59,61,65.31,8.3,6.7,0.0,0.0,0.0,0.8,0.0,,,0.0,20.8,1.7,,62.5,0.0,0.0,0.0,0.0,8.4,,,,
1172D,698.61,24,5,12,14,65.64,4.3,2.9,0.0,0.0,0.0,0.7,0.0,,,56.4,1.4,1.4,,28.6,0.0,0.7,0.0,0.0,13.0,,,,
1172D,698.79,24,5,30,32,66.43,8.3,6.2,0.0,0.0,0.0,1.4,0.0,,,51.0,1.4,2.1,,20.7,0.0,0.0,0.0,0.0,27.5,,,,
1172D,698.85,24,5,36,38,66.44,4.6,2.9,0.0,0.0,0.6,1.1,0.0,,,80.5,0.0,2.9,,6.9,0.0,0.0,0.0,0.0,19.4,,,,
1172D,698.89,24,5,40,42,66.45,9.7,4.4,0.9,0.0,3.5,4.4,0.0,,,42.5,0.0,8.0,,14.2,0.0,0.0,0.0,0.0,54.4,,,,
1172D,698.93,24,5,44,46,66.46,7.5,4.1,0.0,0.0,4.8,4.8,0.0,,,8.2,0.7,4.8,,17.8,0.0,0.0,0.0,0.0,57.8,,,,
1172D,698.96,24,5,47,49,66.46,6.5,5.2,0.0,0.0,0.6,0.6,0.0,,,6.5,0.0,9.1,,24.7,0.6,0.0,0.6,0.0,58.8,,,,
1172D,699.20,24,5,71,73,66.50,15.0,5.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,5.0,,49.0,1.0,0.0,1.0,0.0,71.0,,,,
1172D,699.90,24,5,140,142,66.63,20.5,8.0,0.0,0.0,0.9,0.9,0.0,,,,0.0,0.9,,45.5,0.0,0.0,0.0,0.0,38.5,,,,
1172D,700.48,24,6,60,62,66.73,5.0,1.4,0.0,0.0,0.7,0.7,0.0,,,,0.0,6.4,,29.8,0.0,0.0,0.0,0.0,59.4,,,,
1172D,701.46,24,7,10,12,66.91,2.2,1.1,0.0,0.0,0.5,0.5,0.0,,,,0.0,1.1,,22.0,4.8,0.0,4.8,0.0,26.2,,,,
1172D,701.70,24,CC,0,2,66.95,10.7,6.1,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.6,,4.6,0.0,1.5,0.0,0.0,17.6,,,,
1172D,702.58,25,1,60,62,67.11,20.4,8.2,0.0,0.0,4.1,4.1,0.0,,,,0.0,4.1,,14.3,0.0,0.0,0.0,0.0,62.0,,,,
1172D,704.06,25,2,60,62,67.37,9.5,7.5,0.0,0.0,0.5,0.5,0.0,,,,0.0,5.0,,69.0,0.0,0.5,0.0,0.0,13.4,,,,
1172D,704.66,25R,2W,120,122,67.48,6.9,6.9,0.0,0.0,2.8,2.8,0.0,,,,0.0,5.6,,55.6,0.0,0.0,0.0,0.0,18.2,,,,
1172D,705.56,25,3,60,62,67.64,4.4,3.7,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.7,,28.9,0.0,1.5,0.0,0.0,26.6,,,,
1172D,706.15,25R,3W,120,122,67.74,26.7,25.9,0.0,0.0,1.7,1.7,0.0,,,,0.9,0.0,,2.6,0.0,0.0,0.0,0.0,44.5,,,,
1172D,707.08,25,4,60,62,67.91,10.0,6.3,0.0,0.0,3.8,3.8,0.0,,,,0.0,1.3,,15.0,3.8,0.0,3.8,0.0,21.6,,,,
1172D,708.58,25,5,60,62,68.18,3.7,3.1,0.0,0.0,0.5,0.5,0.0,,,,0.0,0.0,,17.3,1.6,0.0,1.6,0.0,20.4,,,,
1172D,709.16,25R,5W,118,120,68.27,10.6,9.6,0.0,0.0,1.9,1.9,0.0,,,,0.0,1.0,,45.2,2.9,0.0,2.9,0.0,62.9,,,,
1172D,710.06,25,6,60,62,68.2951,3.0,3.0,0.0,0.0,2.4,2.4,0.0,,,,0.0,2.4,,32.9,15.2,0.6,15.2,0.0,18.8,,,,
1172D,710.66,25R,6W,120,122,68.3109,3.1,3.1,0.0,0.0,1.6,1.6,0.0,,,,0.0,1.6,,21.4,2.1,0.0,2.1,0.0,39.8,,,,
1172D,711.04,25R,7W,8,10,68.3208,1.9,1.9,0.0,0.0,3.7,3.7,0.0,,,,0.0,3.1,,46.3,0.6,0.0,0.6,0.0,19.8,,,,
1172D,711.83,25,CC,14,16,68.3415,25.4,13.9,0.0,0.0,1.6,1.6,0.0,,,,0.0,0.8,,27.9,2.5,0.0,2.5,0.0,23.3,,,,
1172D,711.93,26R,1W,10,12,68.3441,4.9,3.7,0.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,,46.3,0.0,0.0,0.0,0.0,39.1,,,,
1172D,712.13,26,1,40,42,68.3494,6.3,4.9,0.0,0.0,0.7,0.7,1.4,,,,0.0,0.0,,13.2,24.3,0.0,24.3,0.0,35.4,,,,
1172D,712.53,26,1,80,82,68.3598,1.8,1.8,0.0,0.0,1.8,1.8,0.0,,,,0.0,3.0,,7.1,3.0,0.0,3.0,0.0,51.6,,,,
1172D,713.14,26R,2W,10,12,68.3758,8.2,7.2,0.0,0.0,2.4,2.4,0.0,,,,0.0,0.5,,30.4,1.4,0.0,1.4,0.0,23.3,,,,
1172D,713.46,26,2,40,42,68.3863,11.6,5.8,0.0,0.0,0.5,0.5,0.0,,,,0.0,4.2,,21.2,3.7,0.0,3.7,0.0,10.4,,,,
1172D,714.64,26R,3W,10,12,68.4329,4.3,3.8,0.0,0.0,3.8,3.8,0.0,,,,0.0,0.5,,10.8,25.3,0.0,25.3,0.0,32.4,,,,
1172D,714.94,26,3,40,42,68.4448,2.2,2.2,0.0,0.0,0.9,0.9,0.0,,,,0.0,0.0,,8.7,66.5,0.0,66.5,0.0,13.9,,,,
1172D,716.14,26R,4W,10,12,68.4921,6.1,6.1,0.0,0.0,2.7,2.7,0.0,,,,0.0,1.4,,39.9,10.1,0.0,10.1,0.0,46.0,,,,
1172D,716.44,26,4,40,42,68.504,0.0,0.0,0.0,0.0,5.3,5.3,0.0,,,,0.0,0.5,,47.6,4.2,0.0,4.2,0.0,22.5,,,,
1172D,717.69,26,5,40,42,68.5533,0.0,0.0,0.0,0.0,1.6,1.6,0.0,,,,0.0,0.0,,2.2,1.1,0.0,1.1,0.0,24.2,,,,
1172D,718.89,26R,6W,10,12,68.6007,5.6,5.6,0.0,0.0,2.5,2.5,0.0,,,,0.0,5.0,,21.9,0.0,0.0,0.0,0.0,22.0,,,,
1172D,719.21,26,6,40,42,68.6134,6.4,5.3,0.0,0.0,1.6,1.6,0.0,,,,0.0,4.3,,21.4,4.8,0.0,4.8,0.0,12.6,,,,
1172D,721.26,27R,1W,10,12,68.6943,2.7,1.8,0.0,0.0,0.4,0.4,0.0,,,,0.0,0.9,,48.0,0.9,0.0,0.9,0.0,5.9,,,,
1172D,721.56,27,1,40,42,68.7061,1.2,1.2,0.0,0.0,0.4,0.4,0.0,,,,0.0,2.1,,32.2,0.0,0.0,0.0,0.0,4.7,,,,
1172D,723.06,27,2,40,42,68.7654,4.2,3.4,0.0,0.0,0.8,0.8,0.0,,,,0.0,0.4,,14.1,0.0,0.0,0.0,0.0,3.0,,,,
1172D,724.32,27,3,40,42,68.8151,3.4,2.1,0.0,0.0,2.4,0.0,0.0,,,,0.0,4.8,,28.1,17.5,0.0,17.1,0.0,12.6,,,,
1172D,725.42,27R,4W,10,12,68.8586,1.3,0.9,0.0,0.0,4.3,0.9,0.0,,,,0.0,0.0,,9.4,0.0,0.0,0.0,0.0,5.7,,,,
1172D,725.72,27,4,40,42,68.8704,1.6,0.0,0.0,0.0,1.2,0.0,0.0,,,,0.0,0.4,,2.8,0.0,0.0,0.0,0.0,2.0,,,,
1172D,727.22,27,5,40,42,68.9296,2.0,2.0,0.0,0.0,7.8,3.3,0.0,,,,0.0,2.0,,19.0,0.0,0.0,0.0,0.0,3.2,,,,
1172D,728.74,27,6,40,42,68.9896,7.5,7.0,0.0,0.0,1.6,1.6,0.0,,,,0.0,5.9,,19.8,3.7,0.0,3.7,0.0,10.5,,,,
1172D,730.08,27,7,40,42,69.0426,7.5,6.3,0.0,0.0,1.9,1.9,0.0,,,,0.0,3.8,,20.0,5.0,0.0,5.0,0.0,12.1,,,,
1172D,731.13,28,1,40,42,69.084,1.8,0.7,0.0,0.0,0.7,0.7,0.0,,,,0.0,1.1,,2.2,2.5,0.0,2.5,0.0,1.8,,,,
1172D,732.63,28,2,40,42,69.1432,5.7,4.1,0.0,0.0,4.1,3.3,0.0,,,,0.0,2.8,,9.8,12.2,0.0,12.2,0.0,2.0,,,,
1172D,734.13,28,3,40,42,69.2025,4.6,2.1,0.0,0.0,6.7,0.0,0.0,,,,0.0,7.9,,7.1,10.0,0.0,10.0,0.0,9.8,,,,
1172D,735.63,28,4,40,42,69.2617,8.6,4.8,0.0,0.0,18.7,0.0,0.0,,,,0.0,7.5,,22.5,9.6,0.0,9.6,0.0,5.6,,,,
1172D,736.99,28,5,40,42,69.3154,4.7,3.1,0.0,0.0,7.8,0.0,0.0,,,,0.0,0.5,,8.9,4.7,0.0,4.7,0.0,3.5,,,,
1172D,738.45,28,6,40,42,69.373,5.4,1.8,0.0,0.0,1.8,1.8,0.0,,,,0.0,2.7,,27.9,10.8,0.0,10.8,0.0,16.5,,,,
1172D,739.69,28,7,40,42,69.422,8.6,6.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,,22.5,4.0,0.0,4.0,0.0,17.9,,,,
1172D,740.46,29R,1W,10,12,69.4524,0.0,0.0,0.0,0.4,4.1,0.0,0.0,,,,0.0,0.0,,15.2,1.6,0.0,1.6,0.0,6.9,,,,
1172D,740.78,29,1,40,42,69.465,6.0,4.7,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,,21.5,7.4,0.0,7.4,0.0,21.2,,,,
1172D,742.28,29,2,40,42,69.5243,0.3,0.3,0.0,0.0,1.7,0.0,0.0,,,,0.0,1.0,,16.0,3.8,0.0,3.8,0.0,2.3,,,,
1172D,743.76,29,3,40,42,69.5827,3.8,3.8,0.0,0.0,0.0,0.0,0.0,,,,0.0,13.4,,6.5,16.1,0.0,16.1,0.0,7.9,,,,
1172D,744.96,29R,4W,10,12,69.6301,3.5,3.5,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,38.2,11.1,0.0,11.1,0.0,7.7,,,,
1172D,745.26,29,4,40,42,69.6419,9.1,3.6,0.4,0.0,1.2,0.0,0.0,,,,0.0,3.2,,15.1,6.3,0.0,6.3,0.0,7.0,,,,
1172D,746.78,29,5,40,42,69.702,4.5,2.6,0.0,0.0,0.0,0.0,0.6,,,,0.0,4.5,,22.7,22.7,0.0,22.7,0.0,24.5,,,,
1172D,750.18,30,CC,15,17,69.8362,9.3,5.4,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.3,,6.2,11.6,0.0,11.6,0.0,16.8,,,,
1172D,759.96,31,1,40,42,70.2224,3.3,2.1,0.0,0.0,7.9,0.0,0.0,,,,0.0,0.0,,5.4,3.3,0.0,3.3,0.0,10.1,,,,
1172D,761.46,31,2,40,42,70.2816,47.5,2.5,0.0,0.0,1.4,0.0,0.0,,,,0.0,0.7,,6.1,0.0,0.0,0.0,0.0,4.1,,,,
1172D,762.66,31,3,10,12,70.329,25.7,3.5,0.0,0.0,2.5,0.0,0.0,,,,0.0,2.0,,13.9,1.5,0.0,1.5,0.0,3.8,,,,
1172D,762.96,31,3,40,42,70.3408,37.9,0.8,0.8,0.0,2.5,0.0,0.0,,,,0.0,1.7,,13.3,5.8,0.0,5.8,0.0,5.9,,,,
1172D,764.46,31,4,40,42,70.4001,44.0,0.5,0.0,0.0,1.8,0.0,0.0,,,,0.0,0.0,,15.6,0.0,0.0,0.0,0.0,3.1,,,,
1172D,765.66,31,5,10,12,70.4474,44.2,0.4,0.0,0.0,1.2,0.0,0.0,,,,0.0,1.2,,12.4,9.2,0.0,9.2,0.0,6.0,,,,
1172D,765.96,31,5,40,42,70.4593,57.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.7,,5.1,2.3,0.0,2.3,0.0,6.6,,,,
1172D,767.46,31,6,40,42,70.5185,46.1,0.0,0.9,0.0,1.4,0.0,0.0,,,,0.0,1.4,,4.1,0.0,0.0,0.0,0.0,0.0,,,,
1172D,768.46,31,7,40,42,70.558,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.9,,16.0,10.4,0.0,10.4,0.9,22.1,,,,
1172D,768.82,31,CC,17,19,70.5722,25.6,1.2,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,16.3,0.0,0.0,0.0,0.0,17.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,