location,substrate,type,IIIa-tot,IIIb-tot,IIIc-tot,Iia-tot,Iib-tot,Iic-tot,brGDGT-Ia,brGDGT-Ib,brGDGT-Ic,SUMBR,FR.TETR,FR.PEN,FR.HEX,NoRINGStetra,NoRINGSpenta,NoRINGSpenta5,NoRINGSpenta6,IRpenta,IRhexa,,Iia,Iia',Iib,Iib',Iic,Iic',IIIa,IIIa',IIIb,IIIb',IIIc,IIIc'
Harrell,shelf sediment,Paleogene,1.09E+04,,,1.05E+05,1.36E+04,,1.82E+06,2.56E+05,4.75E+04,2253000.00,94.25,5.26,0.48,0.17,0.11,,,0.00,0.00,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,2.47E+04,,,7.69E+05,1.04E+05,3.60E+04,933700.00,97.35,2.65,0.00,0.19,0.00,,,0.00,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,,,,1.63E+05,2.56E+04,4.99E+03,193590.00,100.00,0.00,0.00,0.18,,,,,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,5.82E+03,,,2.50E+05,4.26E+04,1.27E+04,311120.00,98.13,1.87,0.00,0.22,0.00,,,0.00,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,9.71E+03,,,3.98E+05,7.03E+04,6.19E+04,539910.00,98.20,1.80,0.00,0.37,0.00,,,0.00,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,,,,1.22E+05,8.84E+03,8.45E+03,139290.00,100.00,0.00,0.00,0.18,,,,,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,,,,1.07E+04,,,10700.00,100.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,,,,1.77E+04,,,17700.00,100.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,1.93E+04,,,7.63E+05,7.99E+04,8.00E+04,942200.00,97.95,2.05,0.00,0.26,0.00,,,0.00,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,,,,1.43E+05,2.51E+04,1.39E+04,182000.00,100.00,0.00,0.00,0.29,,,,,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,,,,1.18E+05,2.40E+04,6.97E+03,148970.00,100.00,0.00,0.00,0.25,,,,,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,,,,2.11E+05,3.02E+04,1.84E+04,259600.00,100.00,0.00,0.00,0.26,,,,,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,1.81E+04,,,4.56E+05,9.09E+04,6.56E+04,630600.00,97.13,2.87,0.00,0.36,0.00,,,0.00,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,4.89E+04,,,1.15E+06,2.35E+05,1.31E+05,1564900.00,96.88,3.12,0.00,0.33,0.00,,,0.00,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,3.13E+04,,,2.67E+05,5.69E+04,3.81E+04,393300.00,92.04,7.96,0.00,0.37,0.00,,,0.00,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,,,,6.07E+04,,,1.80E+05,3.14E+04,2.10E+05,482100.00,87.41,12.59,0.00,1.07,0.00,,,0.00,,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,4.49E+04,,,3.30E+05,7.78E+04,3.40E+03,1.97E+06,2.45E+05,8.07E+04,2751800.00,83.43,14.94,1.63,0.18,0.21,,,0.00,0.00,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,2.77E+04,,,5.45E+05,3.75E+04,5.59E+03,3.17E+06,3.67E+05,1.07E+05,4259790.00,85.54,13.81,0.65,0.16,0.08,,,0.00,0.00,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,6.66E+04,,,5.20E+05,5.18E+04,5.00E+03,2.81E+06,3.11E+05,9.30E+04,3857400.00,83.32,14.95,1.73,0.15,0.11,,,0.00,0.00,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,2.99E+04,,,2.87E+05,6.63E+04,2.47E+03,1.48E+06,1.78E+05,4.96E+04,2093270.00,81.58,17.00,1.43,0.16,0.20,,,0.00,0.00,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,5.43E+04,,,4.93E+05,1.23E+05,3.59E+03,2.65E+06,3.26E+05,8.93E+04,3739190.00,81.98,16.57,1.45,0.16,0.21,,,0.00,0.00,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,8.74E+04,,,6.75E+05,1.45E+05,8.13E+03,3.56E+06,4.01E+05,1.19E+05,4995530.00,81.67,16.58,1.75,0.16,0.19,,,0.00,0.00,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,4.15E+04,,,3.81E+05,7.33E+04,7.85E+03,1.61E+06,2.56E+05,6.75E+04,2437150.00,79.33,18.96,1.70,0.20,0.19,,,0.00,0.00,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,6.51E+04,,,4.80E+05,6.10E+04,5.11E+03,2.12E+06,3.24E+05,8.18E+04,3137010.00,80.52,17.41,2.08,0.19,0.13,,,0.00,0.00,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,2.54E+04,,,3.67E+05,4.11E+04,4.02E+03,2.17E+06,2.56E+05,7.67E+04,2940220.00,85.12,14.02,0.86,0.16,0.12,,,0.00,0.00,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,2.92E+04,,,2.15E+05,3.32E+04,2.34E+03,1.05E+06,1.26E+05,3.88E+04,1494540.00,81.28,16.76,1.95,0.17,0.15,,,0.00,0.00,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,5.49E+04,,,3.96E+05,1.19E+05,6.64E+03,1.56E+06,2.65E+05,7.09E+04,2472440.00,76.68,21.10,2.22,0.21,0.25,,,0.00,0.00,,,,,,,,,,,,,
Harrell,shelf sediment,Paleogene,3.61E+04,,,3.61E+05,3.64E+04,4.16E+03,2.25E+06,2.93E+05,8.69E+04,3067560.00,85.73,13.09,1.18,0.18,0.11,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.009,,,0.026,0.010,0.002,0.084,0.010,0.004,0.15,67.54,25.95,6.52,0.19,0.38,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.006,,,0.016,0.007,0.002,0.101,0.013,0.007,0.15,79.20,16.88,3.92,0.22,0.47,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.005,,,0.019,0.007,0.002,0.097,0.012,0.006,0.15,77.80,18.61,3.58,0.21,0.40,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.005,,,0.016,0.005,0.001,0.143,0.012,0.007,0.19,86.07,11.35,2.58,0.16,0.31,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.007,,,0.018,0.007,0.002,0.157,0.016,0.009,0.21,84.37,12.58,3.05,0.19,0.40,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.006,,,0.021,0.007,0.002,0.120,0.012,0.006,0.17,79.47,16.95,3.58,0.17,0.38,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.005,,,0.018,0.006,0.002,0.100,0.012,0.006,0.15,79.11,17.34,3.55,0.20,0.41,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.004,,,0.012,0.005,0.002,0.075,0.009,0.005,0.11,79.37,16.72,3.91,0.21,0.43,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.005,,,0.011,0.004,0.002,0.085,0.009,0.006,0.12,81.65,14.32,4.03,0.21,0.45,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.005,,,0.016,0.005,0.002,0.085,0.010,0.005,0.13,77.84,18.51,3.65,0.20,0.40,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.005,,,0.009,0.006,0.002,0.071,0.009,0.005,0.11,79.48,16.16,4.36,0.23,0.60,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.005,,,0.013,0.006,0.002,0.074,0.009,0.005,0.11,77.78,18.08,4.14,0.21,0.44,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.004,,,0.008,0.004,0.002,0.063,0.008,0.004,0.09,80.27,14.96,4.77,0.22,0.55,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.003,,,0.007,0.004,0.002,0.042,0.009,0.005,0.07,76.87,18.84,4.29,0.34,0.63,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.003,,,0.009,0.004,0.002,0.052,0.008,0.006,0.08,77.69,18.64,3.67,0.30,0.54,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.004,,,0.015,0.004,0.001,0.056,0.007,0.004,0.09,73.50,22.51,3.99,0.21,0.33,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.009,,,0.017,0.005,0.002,0.034,0.004,0.002,0.07,55.16,33.08,11.75,0.21,0.36,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.007,,,0.012,0.004,0.002,0.027,0.004,0.002,0.06,56.74,30.90,12.37,0.25,0.41,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.004,,,0.007,0.003,0.001,0.026,0.006,0.005,0.05,71.03,22.04,6.93,0.43,0.45,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.000,,,0.012,0.005,0.002,0.062,0.012,0.015,0.11,82.32,17.68,0.00,0.46,0.49,,,0.00,,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.014,,,0.021,0.007,0.002,0.036,0.004,0.002,0.09,49.48,34.14,16.39,0.21,0.33,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.022,,,0.022,0.007,0.001,0.039,0.003,0.001,0.10,45.69,31.52,22.80,0.13,0.29,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.022,,,0.026,0.008,0.001,0.042,0.004,0.002,0.10,46.05,33.13,20.82,0.16,0.30,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.025,,,0.024,0.008,0.001,0.045,0.004,0.001,0.11,46.02,30.73,23.24,0.14,0.30,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.018,,,0.017,0.007,0.001,0.047,0.003,0.001,0.09,54.52,26.54,18.94,0.11,0.34,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.018,,,0.021,0.009,0.001,0.043,0.005,0.002,0.10,49.67,31.84,18.49,0.17,0.37,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.019,,,0.021,0.008,0.001,0.035,0.004,0.002,0.09,45.62,33.77,20.61,0.19,0.35,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.014,,,0.018,0.007,0.001,0.035,0.004,0.002,0.08,50.14,33.13,16.74,0.19,0.35,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.014,,,0.019,0.007,0.001,0.031,0.004,0.002,0.08,47.80,34.17,18.03,0.20,0.34,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.019,,,0.020,0.007,0.001,0.034,0.004,0.002,0.09,45.42,32.90,21.69,0.21,0.34,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.010,,,0.016,0.006,0.001,0.029,0.004,0.002,0.07,51.48,33.88,14.63,0.23,0.36,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.010,,,0.015,0.006,0.001,0.029,0.004,0.002,0.07,51.45,33.31,15.25,0.23,0.37,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.009,,,0.015,0.005,0.001,0.028,0.004,0.002,0.06,52.56,32.95,14.50,0.22,0.34,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.011,,,0.016,0.006,0.001,0.034,0.005,0.002,0.08,54.50,31.43,14.07,0.22,0.37,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.008,,,0.012,0.005,0.001,0.026,0.004,0.002,0.06,54.69,31.53,13.78,0.23,0.40,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.008,,,0.012,0.005,0.001,0.025,0.004,0.002,0.06,53.26,32.30,14.44,0.24,0.38,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.009,,,0.014,0.006,0.001,0.031,0.005,0.002,0.07,55.10,31.13,13.77,0.24,0.39,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.010,,,0.016,0.007,0.001,0.036,0.005,0.002,0.08,55.92,30.62,13.46,0.23,0.38,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.010,,,0.016,0.007,0.001,0.031,0.006,0.003,0.07,53.33,33.44,13.23,0.28,0.40,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.009,,,0.015,0.007,0.002,0.034,0.006,0.003,0.08,57.66,31.14,11.20,0.29,0.42,,,0.00,0.00,,,,,,,,,,,,,
mid-waipara,shelf sediment,Paleogene,0.008,,,0.015,0.007,0.001,0.026,0.005,0.003,0.07,51.82,35.59,12.60,0.31,0.42,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,1450000,0,166000,7250000,920000,182000,17000000,1470000,620000,29058000.00,65.70,28.74,5.56,0.14,0.15,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,643000,0,87700,3420000,427000,80200,6550000,710000,307000,12224900.00,61.90,32.12,5.98,0.17,0.15,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,703000,51900,62100,3810000,477000,119000,9490000,809000,357000,15879000.00,67.11,27.75,5.15,0.14,0.16,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,815000,0,75600,4030000,537000,93400,10000000,803000,334000,16688000.00,66.74,27.93,5.34,0.13,0.16,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,48300,0,51500,270000,46300,0,1600000,83300,63700,2163100.00,80.76,14.62,4.61,0.12,0.15,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,547000,0,86600,2970000,424000,96300,8210000,661000,300000,13294900.00,68.98,26.25,4.77,0.14,0.18,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,519000,39500,32900,2950000,374000,80300,8470000,683000,306000,13454700.00,70.30,25.30,4.40,0.14,0.16,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,190000,0,14100,1130000,196000,52900,3970000,350000,152000,6055000.00,73.86,22.77,3.37,0.15,0.22,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,247000,33700,25300,1380000,188000,31400,3910000,297000,128000,6240400.00,69.47,25.63,4.90,0.13,0.16,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,408000,77300,75100,2330000,342000,91500,8090000,643000,310000,12366900.00,73.12,22.35,4.53,0.14,0.19,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,165000,62000,0,1020000,149000,40500,3480000,291000,118000,5325500.00,73.03,22.71,4.26,0.14,0.19,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,1300000,0,0,6890000,869000,219000,19100000,1660000,729000,30767000.00,69.84,25.93,4.23,0.15,0.16,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,346000,0,0,1650000,206000,48200,4280000,344000,155000,7029200.00,67.99,27.09,4.92,0.14,0.16,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,612000,108000,109000,3150000,417000,68500,8200000,680000,298000,13642500.00,67.28,26.65,6.08,0.14,0.15,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,1250000,0,55500,7320000,956000,241000,21200000,2180000,971000,34173500.00,71.26,24.92,3.82,0.17,0.17,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,1010000,0,0,6460000,760000,178000,17500000,1500000,910000,28318000.00,70.31,26.12,3.57,0.17,0.15,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,87100,0,0,214000,37500,11800,1330000,71600,50100,1802100.00,80.56,14.61,4.83,0.12,0.23,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,73900,12800,0,119000,36500,0,1670000,64000,34600,2010800.00,87.96,7.73,4.31,0.08,0.23,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,35800,0,0,95400,27800,0,1180000,41800,27500,1408300.00,88.71,8.75,2.54,0.08,0.23,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,49600,0,0,90700,29900,0,1220000,39700,30300,1460200.00,88.34,8.26,3.40,0.08,0.25,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,70700,10200,0,139000,42600,12800,1910000,79400,82500,2347200.00,88.27,8.28,3.45,0.12,0.35,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,128000,0,0,254000,72300,23600,3200000,155000,100000,3932900.00,87.85,8.90,3.25,0.10,0.34,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,65600,0,0,112000,32000,0,1990000,67200,45000,2311800.00,90.93,6.23,2.84,0.07,0.22,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,106000,0,0,171000,46700,11200,2600000,94300,52200,3081400.00,89.13,7.43,3.44,0.07,0.30,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,216000,31100,11000,444000,99300,31200,4520000,202000,102000,5656600.00,85.28,10.16,4.56,0.08,0.28,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,308000,46000,11200,640000,153000,30900,6410000,261000,133000,7993100.00,85.12,10.31,4.57,0.08,0.26,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,86000,0,0,157000,48000,15500,2390000,88000,58600,2843100.00,89.22,7.76,3.02,0.08,0.36,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,94400,0,0,310000,77400,18300,1910000,132000,50900,2593000.00,80.71,15.65,3.64,0.11,0.28,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,59200,0,0,114000,30900,0,1360000,51900,26700,1642700.00,87.58,8.82,3.60,0.07,0.21,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,30400,0,0,45200,16500,0,788000,20300,14600,915000.00,89.93,6.74,3.32,0.06,0.27,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,56000,0,0,105000,30100,0,1330000,48400,25600,1595100.00,88.02,8.47,3.51,0.07,0.22,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,10100,0,0,28700,0,0,552000,17000,11400,619200.00,93.73,4.64,1.63,0.07,0.00,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,137000,17300,0,258000,64800,14600,3250000,141000,75300,3958000.00,87.58,8.52,3.90,0.08,0.28,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,59800,10600,0,118000,34500,12200,1300000,57100,30200,1622400.00,85.51,10.15,4.34,0.08,0.36,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,13200,0,0,116000,34900,0,362000,63800,17200,607100.00,72.97,24.86,2.17,0.22,0.23,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,67300,0,0,158000,45500,17400,2080000,83900,44900,2497000.00,88.46,8.85,2.70,0.08,0.36,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,51900,0,0,132000,18800,13500,1520000,53900,36400,1826500.00,88.16,9.00,2.84,0.08,0.28,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,75600,0,0,211000,53900,12000,2270000,90200,26300,2739000.00,87.13,10.11,2.76,0.06,0.28,,,0.00,0.00,,,,,,,,,,,,,
U1356,shelf sediment,Paleogene,57800,0,0,111000,27200,0,1650000,56800,34500,1937300.00,89.88,7.13,2.98,0.07,0.20,,,0.00,0.00,,,,,,,,,,,,,
